Incidence Rate Report for Nebraska by County,,,,,,,,,,
,,,,,,,,,,
"Colon & Rectum, 2011-2015",,,,,,,,,,
,,,,,,,,,,
"All Races (includes Hispanic), Both Sexes, All Ages",,,,,,,,,,
,,,,,,,,,,
Sorted by Rate,,,,,,,,,,
,,,,,,,,,,
County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Butler County(6,10)",31023,No,44.6,29.5,66,6,stable,5.9,-13.9,30.4
"Gage County(6,10)",31067,No,44.5,34.6,56.8,15,stable,-6.5,-27,19.8
"Furnas County(6,10)",31065,No,44.5,25.9,74.5,4,stable,-15.8,-56.3,62.3
"Custer County(6,10)",31041,No,44.2,30.4,62.9,7,stable,-9.7,-31.9,19.8
"Burt County(6,10)",31021,No,43.7,27.2,68.4,5,stable,3.4,-44.4,92.4
"Adams County(6,10)",31001,No,43.4,34.6,53.8,18,stable,-11,-47.6,51.2
"Nemaha County(6,10)",31127,No,42.7,26.3,66.9,4,stable,34.3,-9,98.3
"Sheridan County(6,10)",31161,No,42.2,22.4,73.5,3,*,*,*,*
"Sarpy County(6,10)",31153,No,42.1,37.4,47.3,60,stable,-6.4,-19.4,8.7
"Douglas County(6,10)",31055,No,41.9,39.4,44.5,217,falling,-4,-6.5,-1.4
"Dawes County(6,10)",31045,No,41.3,24.2,66,4,stable,12.4,-16.3,51
"Cherry County(6,10)",31031,No,40.8,24.3,66.5,4,stable,-9.1,-21.9,5.8
"Hamilton County(6,10)",31081,No,40.8,26.5,61,5,stable,-4.5,-48.6,77.5
"Boone County(6,10)",31011,No,40.6,19.9,73.9,3,*,*,*,*
"Lancaster County(6,10)",31109,No,40.5,37.2,44,117,stable,4,-5.5,14.5
"Fillmore County(6,10)",31059,No,40.5,23.8,66.9,4,stable,3,-42,82.9
"Lincoln County(6,10)",31111,Yes,39.5,31.6,48.8,19,stable,10.2,-11.9,37.9
"Cass County(6,10)",31025,Yes,38.9,29.6,50.2,13,stable,-9.7,-22.1,4.6
"Dakota County(6,10)",31043,Yes,38.7,27.6,52.7,8,stable,-9.4,-28.6,15
"Scotts Bluff County(6,10)",31157,Yes,37.5,29.8,46.6,18,stable,-10,-34.2,23
"Saunders County(6,10)",31155,Yes,36.5,27,48.7,10,stable,-2,-20,20
"Cedar County(6,10)",31027,Yes,36.3,23.5,55.3,5,stable,1.8,-34.1,57
"York County(6,10)",31185,Yes,34.9,23.4,50.3,7,rising,21.3,7,37.3
"Red Willow County(6,10)",31145,Yes,32.5,20.5,49.5,5,*,*,*,*
"Cheyenne County(6,10)",31033,Yes,30.6,18.5,48.3,4,stable,4.2,-66.3,222.1
"Colfax County(6,10)",31037,Yes,30.5,17.9,48.7,4,stable,-5.9,-20,10.7
"Merrick County(6,10)",31121,Yes,30.2,16.8,50.9,3,*,*,*,*
"Knox County(6,10)",31107,Yes,28,16.4,46.3,4,*,*,*,*
"Arthur County(6,10)",31005,***,* ,*, *,3 or fewer,*,*,*,*
"Banner County(6,10)",31007,***,* ,*, *,3 or fewer,*,*,*,*
"Blaine County(6,10)",31009,***,* ,*, *,3 or fewer,*,*,*,*
"Boyd County(6,10)",31015,***,* ,*, *,3 or fewer,*,*,*,*
"Brown County(6,10)",31017,***,* ,*, *,3 or fewer,*,*,*,*
"Chase County(6,10)",31029,***,* ,*, *,3 or fewer,*,*,*,*
"Clay County(6,10)",31035,***,* ,*, *,3 or fewer,*,*,*,*
"Deuel County(6,10)",31049,***,* ,*, *,3 or fewer,*,*,*,*
"Dundy County(6,10)",31057,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County(6,10)",31061,***,* ,*, *,3 or fewer,*,*,*,*
"Frontier County(6,10)",31063,***,* ,*, *,3 or fewer,*,*,*,*
"Garden County(6,10)",31069,***,* ,*, *,3 or fewer,*,*,*,*
"Garfield County(6,10)",31071,***,* ,*, *,3 or fewer,*,*,*,*
"Gosper County(6,10)",31073,***,* ,*, *,3 or fewer,*,*,*,*
"Grant County(6,10)",31075,***,* ,*, *,3 or fewer,*,*,*,*
"Greeley County(6,10)",31077,***,* ,*, *,3 or fewer,*,*,*,*
"Harlan County(6,10)",31083,***,* ,*, *,3 or fewer,*,*,*,*
"Hayes County(6,10)",31085,***,* ,*, *,3 or fewer,*,*,*,*
"Hitchcock County(6,10)",31087,***,* ,*, *,3 or fewer,*,*,*,*
"Hooker County(6,10)",31091,***,* ,*, *,3 or fewer,*,*,*,*
"Howard County(6,10)",31093,***,* ,*, *,3 or fewer,*,*,*,*
"Keya Paha County(6,10)",31103,***,* ,*, *,3 or fewer,*,*,*,*
"Kimball County(6,10)",31105,***,* ,*, *,3 or fewer,*,*,*,*
"Logan County(6,10)",31113,***,* ,*, *,3 or fewer,*,*,*,*
"Loup County(6,10)",31115,***,* ,*, *,3 or fewer,*,*,*,*
"McPherson County(6,10)",31117,***,* ,*, *,3 or fewer,*,*,*,*
"Pawnee County(6,10)",31133,***,* ,*, *,3 or fewer,*,*,*,*
"Perkins County(6,10)",31135,***,* ,*, *,3 or fewer,*,*,*,*
"Rock County(6,10)",31149,***,* ,*, *,3 or fewer,*,*,*,*
"Sherman County(6,10)",31163,***,* ,*, *,3 or fewer,*,*,*,*
"Sioux County(6,10)",31165,***,* ,*, *,3 or fewer,*,*,*,*
"Stanton County(6,10)",31167,***,* ,*, *,3 or fewer,*,*,*,*
"Thomas County(6,10)",31171,***,* ,*, *,3 or fewer,*,*,*,*
"Webster County(6,10)",31181,***,* ,*, *,3 or fewer,*,*,*,*
"Wheeler County(6,10)",31183,***,* ,*, *,3 or fewer,*,*,*,*
,,,,,,,,,,
Created by statecancerprofiles.cancer.gov on 01/14/2019 10:40 pm.,,,,,,,,,,
Data for the United States does not include data from Nevada,,,,,,,,,,
,,,,,,,,,,
State Cancer Registries may provide more current or more local data.,,,,,,,,,,
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2015 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates.",,,,,,,,,,
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information.",,,,,,,,,,
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. ,,,,,,,,,,
,,,,,,,,,,
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3).",,,,,,,,,,
,,,,,,,,,,
1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission and SEER November 2017 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].,,,,,,,,,,
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission.,,,,,,,,,,
"10 Source: Incidence data provided by the National Program of Cancer Registries (NPCR). ( https://nccd.cdc.gov/uscs/ ) EAPCs calculated by the National Cancer Institute using SEER*Stat. ( http://seer.cancer.gov/seerstat/ ) Rates are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modified by NCI. The 1969-2016  US Population Data File ( http://seer.cancer.gov/popdata/ ) is used with NPCR November 2017 data.",,,,,,,,,,
,,,,,,,,,,
"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. ",,,,,,,,,,
,,,,,,,,,,
"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate.",,,,,,,,,,
,,,,,,,,,,
Data for United States does not include Puerto Rico.,,,,,,,,,,
