Incidence Rate Report for Alabama by County,,,,,,,,,,
,,,,,,,,,,
"Colon & Rectum, 2011-2015",,,,,,,,,,
,,,,,,,,,,
"All Races (includes Hispanic), Both Sexes, All Ages",,,,,,,,,,
,,,,,,,,,,
Sorted by Rate,,,,,,,,,,
,,,,,,,,,,
County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Cleburne County(6,10)",1029,No,55.1,41.3,72.5,11,stable,10.3,-10.8,36.2
"Fayette County(6,10)",1057,No,53.5,40.8,69.4,13,stable,0.7,-32.1,49.3
"Crenshaw County(6,10)",1041,No,53.4,39.2,71.6,10,stable,12.2,-25.1,68
"Marion County(6,10)",1093,No,51.2,41.6,62.5,21,stable,-0.9,-9.2,8.1
"Russell County(6,10)",1113,No,51,43,59.9,30,stable,0.5,-20,26.2
"Autauga County(6,10)",1001,No,50,42.1,59.1,29,stable,5.7,-6.2,19.2
"Randolph County(6,10)",1111,No,50,39,63.4,15,stable,4.4,-19.2,34.8
"Colbert County(6,10)",1033,No,48.8,41.8,56.8,36,stable,-0.6,-17.7,20.1
"Talladega County(6,10)",1121,No,48.5,42.4,55.2,49,stable,0.4,-19,24.5
"Washington County(6,10)",1129,No,48.3,35.7,64.1,10,stable,-8.4,-34.1,27.2
"Calhoun County(6,10)",1015,No,48.3,43.2,53.8,69,stable,10.7,-2.6,25.8
"Perry County(6,10)",1105,No,47.7,31,70.4,6,stable,-10.9,-43,39.2
"Escambia County(6,10)",1053,No,47.4,38.9,57.3,22,stable,8.4,-22.1,50.8
"Mobile County(6,10)",1097,No,47,44.3,50,221,stable,-3,-14,9.4
"Etowah County(6,10)",1055,No,46.3,41.2,51.9,63,stable,2.7,-9.1,16.1
"Barbour County(6,10)",1005,No,46.2,36.2,58.2,15,stable,-9.4,-34.5,25.3
"Clay County(6,10)",1027,No,46,32.4,63.7,8,stable,23.1,-26.6,106.3
"Houston County(6,10)",1069,No,45.9,40.7,51.7,57,stable,9.6,0,20.1
"Greene County(6,10)",1063,No,44.8,29.3,66.7,6,stable,-3.3,-37.7,50.3
"Marshall County(6,10)",1095,No,44.1,38.7,50.1,49,stable,4.3,-18,32.6
"Dale County(6,10)",1045,No,43.9,36.4,52.6,25,stable,12.8,-1.9,29.6
"St. Clair County(6,10)",1115,No,43.6,37.9,50,44,stable,1.7,-14.1,20.5
"Walker County(6,10)",1127,No,43.3,37.1,50.3,37,stable,6.5,-12.5,29.6
"Jackson County(6,10)",1071,No,43.3,36.4,51.1,30,stable,0.2,-27,37.5
"Morgan County(6,10)",1103,No,42.7,38,47.9,62,stable,-6.4,-15.3,3.5
"Lauderdale County(6,10)",1077,No,42.7,37.4,48.5,51,stable,5.9,-14.4,31
"Butler County(6,10)",1013,No,42.4,31.9,55.6,11,stable,-10.3,-39.3,32.7
"Montgomery County(6,10)",1101,No,42.1,38.5,46,101,stable,-2.3,-9.6,5.7
"Franklin County(6,10)",1059,No,41.9,33.1,52.5,16,stable,-3.4,-11.4,5.4
"Conecuh County(6,10)",1035,No,41.6,29,58.4,8,stable,-2.9,-28.3,31.7
"Baldwin County(6,10)",1003,No,41.6,38,45.4,106,stable,-2.2,-6.8,2.6
"Tuscaloosa County(6,10)",1125,No,41.5,37.4,45.9,81,stable,8.1,-2,19.1
"Winston County(6,10)",1133,No,40.8,31.4,52.4,13,stable,-8.6,-35,28.6
"Bibb County(6,10)",1007,No,40.7,30.2,53.7,10,stable,2.6,-35.9,64.2
"Jefferson County(6,10)",1073,No,40.4,38.3,42.5,303,stable,-2.4,-7.9,3.5
"Tallapoosa County(6,10)",1123,No,40.2,32.8,48.8,22,rising,19.4,2.2,39.5
"DeKalb County(6,10)",1049,No,40,34.1,46.7,34,stable,10.7,-7.2,32
"Pike County(6,10)",1109,No,40,30.8,51.1,14,stable,6.3,-25.2,50.9
"Shelby County(6,10)",1117,Yes,39.9,36.1,44,84,stable,-0.2,-5,4.9
"Elmore County(6,10)",1051,Yes,38.6,32.9,45.1,33,stable,-6.3,-16.2,4.7
"Madison County(6,10)",1089,Yes,38.5,35.7,41.5,147,stable,-0.8,-10.7,10.3
"Limestone County(6,10)",1083,Yes,38.5,33.2,44.5,39,stable,3.8,-14.7,26.3
"Henry County(6,10)",1067,Yes,37.9,27,52.2,9,stable,-1.9,-33.1,43.8
"Blount County(6,10)",1009,Yes,37.9,31.6,45.1,27,stable,1,-18.3,24.9
"Bullock County(6,10)",1011,Yes,37.7,24.2,56.6,5,stable,-25.4,-67.2,69.9
"Chilton County(6,10)",1021,Yes,37.4,30.1,46,19,stable,10,-11.9,37.3
"Pickens County(6,10)",1107,Yes,36.7,27.1,48.8,10,stable,2.8,-31.1,53.4
"Cherokee County(6,10)",1019,Yes,36.5,28.2,46.8,14,stable,10,-21.3,53.9
"Coosa County(6,10)",1037,Yes,36.2,23.4,54.3,5,stable,16.2,-6.6,44.5
"Cullman County(6,10)",1043,Yes,36.2,31.1,41.9,38,stable,-6,-19.5,9.7
"Hale County(6,10)",1065,Yes,36.1,24.9,50.9,7,stable,-3.7,-21.7,18.5
"Lee County(6,10)",1081,Yes,34.3,29.8,39.3,44,stable,-5,-19.6,12.3
"Geneva County(6,10)",1061,Yes,33.6,25.5,43.6,12,stable,-10.4,-31.2,16.6
"Coffee County(6,10)",1031,Yes,28.9,23,35.8,17,stable,1.2,-16.7,23
,,,,,,,,,,
Created by statecancerprofiles.cancer.gov on 01/14/2019 10:12 pm.,,,,,,,,,,
Data for the United States does not include data from Nevada,,,,,,,,,,
,,,,,,,,,,
State Cancer Registries may provide more current or more local data.,,,,,,,,,,
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2015 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates.",,,,,,,,,,
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information.",,,,,,,,,,
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission and SEER November 2017 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].,,,,,,,,,,
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission.,,,,,,,,,,
"10 Source: Incidence data provided by the National Program of Cancer Registries (NPCR). ( https://nccd.cdc.gov/uscs/ ) EAPCs calculated by the National Cancer Institute using SEER*Stat. ( http://seer.cancer.gov/seerstat/ ) Rates are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modified by NCI. The 1969-2016  US Population Data File ( http://seer.cancer.gov/popdata/ ) is used with NPCR November 2017 data.",,,,,,,,,,
,,,,,,,,,,
"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. ",,,,,,,,,,
,,,,,,,,,,
"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate.",,,,,,,,,,
,,,,,,,,,,
Data for United States does not include Puerto Rico.,,,,,,,,,,
