Incidence Rate Report for Iowa by County,,,,,,,,,,
,,,,,,,,,,
"Colon & Rectum, 2011-2015",,,,,,,,,,
,,,,,,,,,,
"All Races (includes Hispanic), Both Sexes, All Ages",,,,,,,,,,
,,,,,,,,,,
Sorted by Rate,,,,,,,,,,
,,,,,,,,,,
County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Jackson County(7,8)",19097,No,54.5,42.8,68.9,16,falling,-1.8,-2.9,-0.7
"Guthrie County(7,8)",19077,No,54.3,39.8,73.6,10,stable,-0.8,-2.5,0.9
"Page County(7,8)",19145,No,54.1,41.1,70.3,13,falling,-7.3,-12.2,-2.2
"Worth County(7,8)",19195,No,53.7,34.9,79.9,6,stable,0,-2.7,2.7
"Harrison County(7,8)",19085,No,53.4,39.6,70.9,11,stable,-1.5,-3.2,0.1
"Lyon County(7,8)",19119,No,52.9,37.8,72.6,8,stable,-0.5,-2.2,1.3
"Ida County(7,8)",19093,No,52.6,34.6,78.1,6,stable,-1.5,-3.6,0.6
"Cerro Gordo County(7,8)",19033,No,52.5,44.5,61.8,33,stable,-0.9,-1.9,0.2
"Appanoose County(7,8)",19007,No,52.5,38.3,70.9,10,falling,-1.7,-3.1,-0.2
"Muscatine County(7,8)",19139,No,52.4,43.7,62.4,26,falling,-1.6,-2.9,-0.4
"Dickinson County(7,8)",19059,No,52.3,40,67.6,14,stable,-0.6,-2,0.7
"Fayette County(7,8)",19065,No,52.2,41.1,65.8,16,stable,-0.8,-1.6,0
"Marion County(7,8)",19125,No,51.9,42.4,63,22,stable,-0.3,-1.4,0.8
"Jasper County(7,8)",19099,No,51.8,43.2,61.9,26,falling,-1.2,-2.1,-0.3
"Mahaska County(7,8)",19123,No,51.8,40.5,65.6,15,stable,-0.3,-1.6,1.1
"Woodbury County(7,8)",19193,No,51.4,45.6,57.9,57,falling,-1.2,-2.1,-0.3
"Franklin County(7,8)",19069,No,51.4,36.3,71.5,8,stable,-1.2,-3,0.6
"Grundy County(7,8)",19075,No,51.1,37,69.4,9,stable,0,-1.6,1.7
Van Buren County(7),19177,No,51.1,34.3,74.8,6,*,*,*,*
"Calhoun County(7,8)",19025,No,50.9,35.3,71.8,8,stable,-1.4,-3.1,0.4
"Wapello County(7,8)",19179,No,50.9,42,61.2,24,falling,-1.2,-2.2,-0.2
"Winnebago County(7,8)",19189,No,50.7,35,71.7,8,stable,-0.4,-2.3,1.6
"Greene County(7,8)",19073,No,50.7,35.2,71.8,8,stable,-0.3,-2.3,1.7
"Keokuk County(7,8)",19107,No,50.4,36.3,69.3,9,stable,-1.7,-3.6,0.1
"Carroll County(7,8)",19027,No,50.2,39.1,63.8,16,falling,-2.1,-3.5,-0.8
"Hancock County(7,8)",19081,No,49.9,35.2,69.4,8,stable,-0.9,-2.7,0.9
"Clinton County(7,8)",19045,No,49.2,41.7,57.8,32,falling,-1.4,-2.4,-0.4
"Emmet County(7,8)",19063,No,48.7,34.4,67.9,8,stable,-0.7,-2.2,0.9
"Iowa County(7,8)",19095,No,48.3,35.7,64.2,11,stable,-1.4,-3.2,0.4
"Lee County(7,8)",19111,No,48.2,39.8,58,25,falling,-1.8,-2.6,-0.9
"Tama County(7,8)",19171,No,48.2,36.8,62.4,13,stable,-1,-2.6,0.5
"Mills County(7,8)",19129,No,47.9,34.1,65.8,8,stable,-1.8,-3.8,0.3
"Palo Alto County(7,8)",19147,No,47.9,31.9,69.8,7,stable,-1.4,-3.1,0.4
"Montgomery County(7,8)",19137,No,47.7,33.3,67.1,8,stable,-0.7,-2.9,1.7
"Jones County(7,8)",19105,No,47.2,36.7,60.1,14,stable,-1.5,-3.2,0.3
"Plymouth County(7,8)",19149,No,46.9,36.5,59.4,15,falling,-2.5,-3.7,-1.3
"Dubuque County(7,8)",19061,No,46.1,40.7,52,55,falling,-2.4,-3.5,-1.3
"Lucas County(7,8)",19117,No,46.1,30.8,67.5,6,stable,0.4,-1.9,2.6
"Pottawattamie County(7,8)",19155,No,45.7,40.1,51.8,50,falling,-3.3,-5.1,-1.5
"Kossuth County(7,8)",19109,No,45.5,34.2,60.1,12,stable,-1.3,-2.8,0.2
"Warren County(7,8)",19181,No,45.1,37.5,53.9,25,falling,-1.7,-2.8,-0.6
"Wayne County(7,8)",19185,No,45,26.4,72.6,4,falling,-3.7,-7,-0.3
"Howard County(7,8)",19089,No,44.8,28.7,67,6,falling,-2.4,-4.3,-0.4
"Allamakee County(7,8)",19005,No,44.7,32.3,60.9,9,stable,-2,-4.1,0.1
"Wright County(7,8)",19197,No,44.4,32.1,60.7,9,falling,-2.4,-3.8,-1
"Polk County(7,8)",19153,No,43.8,41,46.7,190,falling,-1.6,-2.1,-1.1
"Clayton County(7,8)",19043,No,43.5,32.3,57.8,11,stable,-1.4,-3.1,0.3
"Clay County(7,8)",19041,No,43.5,31.9,58.5,10,falling,-2.5,-3.9,-1.1
"Poweshiek County(7,8)",19157,No,43.5,32.6,57.3,12,falling,-2.1,-3.9,-0.1
"Des Moines County(7,8)",19057,No,43.4,35.8,52.4,24,falling,-2.6,-3.6,-1.7
"Davis County(7,8)",19051,No,43.4,26.4,67.4,4,stable,-1,-3.1,1.2
"Washington County(7,8)",19183,No,42.8,32.9,55.1,13,falling,-2.3,-3.9,-0.7
"Clarke County(7,8)",19039,No,42.3,27.6,62.8,5,stable,0.6,-2.4,3.7
"Floyd County(7,8)",19067,No,42.2,31.1,56.4,10,stable,-1.2,-3.1,0.6
"Cedar County(7,8)",19031,No,41.9,30.7,56.2,10,falling,-3,-5,-1.1
"Winneshiek County(7,8)",19191,No,41.9,31.5,55.1,12,falling,-3.4,-5.2,-1.6
"Scott County(7,8)",19163,No,41.6,37.5,46,79,falling,-2.8,-3.6,-2
"Webster County(7,8)",19187,No,41.1,33.5,50.2,21,falling,-3.3,-4.4,-2.1
"Marshall County(7,8)",19127,No,41.1,33.7,49.7,23,falling,-1.6,-2.7,-0.4
"Crawford County(7,8)",19047,No,40.6,29.5,54.8,9,falling,-2,-3.6,-0.4
"Jefferson County(7,8)",19101,No,40.5,28.7,55.8,9,falling,-3.3,-4.9,-1.6
"Chickasaw County(7,8)",19037,No,40.4,28.1,56.9,7,falling,-2.2,-4,-0.4
"Fremont County(7,8)",19071,No,40.3,24,64.7,4,falling,-2.8,-4.9,-0.7
"Hamilton County(7,8)",19079,No,40.2,28.5,55.4,8,falling,-1.9,-3.2,-0.5
"Cherokee County(7,8)",19035,No,40.1,28.1,56.5,8,stable,-1.2,-3.3,1
"Buena Vista County(7,8)",19021,Yes,39.8,29.3,53.1,10,falling,-2.4,-4.1,-0.7
"Butler County(7,8)",19023,Yes,39.5,27.8,54.8,9,falling,-2.7,-4.2,-1.3
"Boone County(7,8)",19015,Yes,39.4,30.1,50.8,13,falling,-2.3,-3.9,-0.8
"Johnson County(7,8)",19103,Yes,39.2,34.1,44.8,44,falling,-1.5,-2.4,-0.5
"Madison County(7,8)",19121,Yes,38.4,26.8,53.7,7,falling,-1.9,-3.8,-0.1
"Buchanan County(7,8)",19019,Yes,38.2,27.9,51.2,9,falling,-5.8,-8.8,-2.8
"Story County(7,8)",19169,Yes,38.1,32.1,45,30,falling,-1.7,-2.7,-0.6
"Mitchell County(7,8)",19131,Yes,37.7,25.8,54.2,7,stable,-1.4,-4.1,1.4
"Linn County(7,8)",19113,Yes,37.7,34.2,41.4,89,falling,-3.9,-4.6,-3.2
"Black Hawk County(7,8)",19013,Yes,37.6,33.2,42.4,56,falling,-3.8,-5.1,-2.4
"Delaware County(7,8)",19055,Yes,36.6,26.2,50.1,9,stable,-1.8,-3.5,0.1
"Sioux County(7,8)",19167,Yes,33.9,26,43.4,14,falling,-8.5,-13.6,-3
"Louisa County(7,8)",19115,Yes,32.5,20.7,49.1,5,falling,-3.5,-5.2,-1.7
"Benton County(7,8)",19011,Yes,31.9,23.5,42.5,10,falling,-3.3,-4.6,-1.9
"Dallas County(7,8)",19049,Yes,31.9,26.2,38.4,23,stable,5.1,-13.9,28.4
"Bremer County(7,8)",19017,Yes,29.3,21.6,39.2,10,falling,-2.5,-4.2,-0.7
Ringgold County(7),19159,***,* ,*, *,3 or fewer,*,*,*,*
,,,,,,,,,,
Created by statecancerprofiles.cancer.gov on 01/14/2019 10:29 pm.,,,,,,,,,,
Data for the United States does not include data from Nevada,,,,,,,,,,
,,,,,,,,,,
State Cancer Registries may provide more current or more local data.,,,,,,,,,,
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2015 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates.",,,,,,,,,,
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information.",,,,,,,,,,
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. ,,,,,,,,,,
,,,,,,,,,,
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3).",,,,,,,,,,
,,,,,,,,,,
1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission and SEER November 2017 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].,,,,,,,,,,
3 Source: SEER November 2017 submission.  State Cancer Registry also receives funding from CDC's National Program of Cancer Registries.,,,,,,,,,,
7 Source: SEER November 2017 submission.,,,,,,,,,,
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2016 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2017 data. ",,,,,,,,,,
"10 Source: Incidence data provided by the National Program of Cancer Registries (NPCR). ( https://nccd.cdc.gov/uscs/ ) EAPCs calculated by the National Cancer Institute using SEER*Stat. ( http://seer.cancer.gov/seerstat/ ) Rates are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modified by NCI. The 1969-2016  US Population Data File ( http://seer.cancer.gov/popdata/ ) is used with NPCR November 2017 data.",,,,,,,,,,
,,,,,,,,,,
"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. ",,,,,,,,,,
,,,,,,,,,,
"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate.",,,,,,,,,,
,,,,,,,,,,
Data for United States does not include Puerto Rico.,,,,,,,,,,
