Incidence Rate Report for Arkansas by County,,,,,,,,,,
,,,,,,,,,,
"Colon & Rectum, 2011-2015",,,,,,,,,,
,,,,,,,,,,
"All Races (includes Hispanic), Both Sexes, All Ages",,,,,,,,,,
,,,,,,,,,,
Sorted by Rate,,,,,,,,,,
,,,,,,,,,,
County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Crittenden County(6,10)",5035,No,48,39.6,57.7,24,stable,14.8,-3.8,37.1
"St. Francis County(6,10)",5123,No,47.6,37.2,60.2,15,stable,3.4,-3.4,10.5
"Little River County(6,10)",5081,No,47.2,33.1,65.7,8,stable,13.6,-25.3,72.6
"Independence County(6,10)",5063,No,47.1,38.6,57.1,22,stable,1.8,-20,29.5
"Scott County(6,10)",5127,No,45.7,31,65.5,7,stable,22.7,-46.7,182.4
"Sharp County(6,10)",5135,No,45.3,34.8,58.8,13,stable,-5.4,-24.2,18.1
"Sevier County(6,10)",5133,No,45.3,32.5,61.5,8,stable,10.4,-22.1,56.6
"Randolph County(6,10)",5121,No,45,33.9,59.1,11,rising,18.8,0.5,40.5
"Ouachita County(6,10)",5103,No,44.9,35.4,56.4,16,stable,16.8,-5.4,44.2
"Stone County(6,10)",5137,No,43.7,31.1,60.5,9,stable,-4.5,-33.2,36.6
"Boone County(6,10)",5009,No,43.6,35.7,52.8,23,stable,-1.1,-16.5,17.2
"Searcy County(6,10)",5129,No,43.3,28.7,64.4,6,stable,0.5,-29.3,42.8
"Chicot County(6,10)",5017,No,43.2,29.7,61.4,7,falling,-16,-20.4,-11.2
"Faulkner County(6,10)",5045,No,43.1,37.6,49.1,47,stable,2.5,-13.8,21.8
"Madison County(6,10)",5087,No,42.8,30.9,58.3,9,stable,3,-10.4,18.5
"Washington County(6,10)",5143,No,42.8,38.7,47.3,81,stable,11.2,-0.1,23.7
"Pope County(6,10)",5115,No,42.8,36,50.4,29,stable,3,-4,10.5
"Jefferson County(6,10)",5069,No,42.5,36.3,49.4,36,stable,1.1,-24.9,36.2
"Cleburne County(6,10)",5023,No,42.5,33.8,53,18,stable,6.6,-13.4,31.3
"Lonoke County(6,10)",5085,No,41.9,35.3,49.2,30,stable,-2.3,-7.4,3.1
"Saline County(6,10)",5125,No,41.5,36.7,46.8,56,rising,5.5,0.1,11.3
"Benton County(6,10)",5007,No,41,37.4,44.8,99,stable,-1.3,-7.7,5.5
"Craighead County(6,10)",5031,No,40.9,35.4,46.9,41,rising,5.7,2.8,8.7
"Yell County(6,10)",5149,No,40.8,30.8,53.1,12,stable,-11.4,-22.1,0.7
"Garland County(6,10)",5051,No,40.6,35.9,45.9,58,stable,8.5,-5.6,24.7
"Woodruff County(6,10)",5147,No,40.4,24.1,64.6,4,stable,-19,-49,28.4
"Johnson County(6,10)",5071,No,40.2,30.7,52,12,stable,11.5,-10.6,39
"Sebastian County(6,10)",5131,No,40.2,35.6,45.3,57,stable,-2,-10.4,7.1
"Van Buren County(6,10)",5141,Yes,39.3,29.1,52.7,11,stable,0.4,-45.9,86.4
"Carroll County(6,10)",5015,Yes,38.8,30,49.5,15,stable,1.7,-23.5,35.1
"Hot Spring County(6,10)",5059,Yes,38.2,30.4,47.6,17,stable,-1.2,-19,20.7
"Franklin County(6,10)",5047,Yes,38.1,27.6,51.6,9,stable,-3,-33.6,41.8
"Polk County(6,10)",5113,Yes,37.9,28.4,50,12,stable,-3.1,-26.3,27.5
"Montgomery County(6,10)",5097,Yes,37.4,22.5,59.1,5,stable,9.7,-28.1,67.3
"Pulaski County(6,10)",5119,Yes,36.9,34.3,39.7,156,stable,-1.7,-5.4,2.1
"Baxter County(6,10)",5005,Yes,36.3,30,43.8,28,stable,-7,-19.7,7.8
"Hempstead County(6,10)",5057,Yes,36.2,26.7,48.2,10,stable,15.9,-18.6,65
"Marion County(6,10)",5089,Yes,36.2,26.5,49,11,stable,-7.6,-33.4,28.1
"Nevada County(6,10)",5099,Yes,36.2,22.6,55.9,5,stable,-5.6,-32.5,32.1
"Clark County(6,10)",5019,Yes,35.8,26.5,47.8,10,stable,4.2,-23.6,42.2
"Columbia County(6,10)",5027,Yes,35.7,26.4,47.3,10,stable,-9,-18.3,1.3
"Izard County(6,10)",5065,Yes,34.9,24.5,49.1,8,stable,7.7,-13.9,34.8
"Logan County(6,10)",5083,Yes,34.7,25.7,46,11,stable,-0.5,-43,73.8
"Conway County(6,10)",5029,Yes,33.6,24.9,44.6,10,stable,5.6,-5.3,17.7
"Newton County(6,10)",5101,Yes,33.5,20.2,53.8,4,stable,-18,-42.4,16.7
"Lafayette County(6,10)",5073,Yes,29.4,17,49.3,3,*,*,*,*
"Cleveland County(6,10)",5025,Yes,28.6,16,47.9,3,*,*,*,*
,,,,,,,,,,
Created by statecancerprofiles.cancer.gov on 01/14/2019 10:19 pm.,,,,,,,,,,
Data for the United States does not include data from Nevada,,,,,,,,,,
,,,,,,,,,,
State Cancer Registries may provide more current or more local data.,,,,,,,,,,
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2015 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates.",,,,,,,,,,
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information.",,,,,,,,,,
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. ,,,,,,,,,,
,,,,,,,,,,
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3).",,,,,,,,,,
,,,,,,,,,,
1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission and SEER November 2017 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].,,,,,,,,,,
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission.,,,,,,,,,,
"10 Source: Incidence data provided by the National Program of Cancer Registries (NPCR). ( https://nccd.cdc.gov/uscs/ ) EAPCs calculated by the National Cancer Institute using SEER*Stat. ( http://seer.cancer.gov/seerstat/ ) Rates are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modified by NCI. The 1969-2016  US Population Data File ( http://seer.cancer.gov/popdata/ ) is used with NPCR November 2017 data.",,,,,,,,,,
,,,,,,,,,,
"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. ",,,,,,,,,,
,,,,,,,,,,
"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate.",,,,,,,,,,
,,,,,,,,,,
Data for United States does not include Puerto Rico.,,,,,,,,,,
