Incidence Rate Report for West Virginia by County,,,,,,,,,,
,,,,,,,,,,
"Colon & Rectum, 2011-2015",,,,,,,,,,
,,,,,,,,,,
"All Races (includes Hispanic), Both Sexes, All Ages",,,,,,,,,,
,,,,,,,,,,
Sorted by Rate,,,,,,,,,,
,,,,,,,,,,
County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Jackson County(6,10)",54035,No,45.1,35.9,56.1,18,stable,3.9,-24.9,43.6
"Monongalia County(6,10)",54061,No,44.8,38.6,51.7,39,stable,-3.5,-21.2,18.3
"Upshur County(6,10)",54097,No,43.9,34,56,14,stable,-1.6,-21.4,23.3
"Barbour County(6,10)",54001,No,43.8,32,58.8,10,stable,-0.7,-40.3,65.4
"Putnam County(6,10)",54079,No,43.2,36.5,50.8,31,stable,3.5,-26.6,45.9
"Morgan County(6,10)",54065,No,42.9,31.9,56.9,11,stable,15.4,-0.6,34
"Kanawha County(6,10)",54039,No,42.3,38.7,46.1,110,stable,-2.6,-9.3,4.6
"Summers County(6,10)",54089,No,41.9,30.3,57.4,9,stable,11.4,-27.1,70.2
"Jefferson County(6,10)",54037,No,40.5,33.4,48.7,25,stable,-5.6,-16.9,7.2
"Pocahontas County(6,10)",54075,No,40,26.1,60.2,6,stable,7.7,-34.8,77.8
"Ohio County(6,10)",54069,Yes,39.9,32.9,48,25,stable,3.5,-14.7,25.5
"Pleasants County(6,10)",54073,Yes,39.6,24,62.6,4,stable,22.5,-7.5,62.3
"Brooke County(6,10)",54009,Yes,38.2,29.5,49.1,14,rising,29.3,3.1,62
"Mineral County(6,10)",54057,Yes,36.9,28.5,47.3,14,stable,-11.5,-34,18.8
"Hardy County(6,10)",54031,Yes,36.4,25.2,51.5,7,stable,17.1,-7.3,48
"Doddridge County(6,10)",54017,Yes,33.4,20.1,53.6,4,stable,-6,-25.3,18.3
"Wyoming County(6,10)",54109,Yes,31.6,23.1,42.5,10,stable,7.5,-18.9,42.5
,,,,,,,,,,
Created by statecancerprofiles.cancer.gov on 01/14/2019 10:54 pm.,,,,,,,,,,
Data for the United States does not include data from Nevada,,,,,,,,,,
,,,,,,,,,,
State Cancer Registries may provide more current or more local data.,,,,,,,,,,
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2015 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates.",,,,,,,,,,
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information.",,,,,,,,,,
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission and SEER November 2017 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].,,,,,,,,,,
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission.,,,,,,,,,,
"10 Source: Incidence data provided by the National Program of Cancer Registries (NPCR). ( https://nccd.cdc.gov/uscs/ ) EAPCs calculated by the National Cancer Institute using SEER*Stat. ( http://seer.cancer.gov/seerstat/ ) Rates are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modified by NCI. The 1969-2016  US Population Data File ( http://seer.cancer.gov/popdata/ ) is used with NPCR November 2017 data.",,,,,,,,,,
,,,,,,,,,,
"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. ",,,,,,,,,,
,,,,,,,,,,
"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate.",,,,,,,,,,
,,,,,,,,,,
Data for United States does not include Puerto Rico.,,,,,,,,,,
