Incidence Rate Report for Pennsylvania by County,,,,,,,,,,
,,,,,,,,,,
"Colon & Rectum, 2011-2015",,,,,,,,,,
,,,,,,,,,,
"All Races (includes Hispanic), Both Sexes, All Ages",,,,,,,,,,
,,,,,,,,,,
Sorted by Rate,,,,,,,,,,
,,,,,,,,,,
County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Mifflin County(6,10)",42087,No,42.2,35.2,50.3,27,stable,-2,-14.6,12.5
"Lackawanna County(6,10)",42069,No,41.6,38.2,45.1,121,stable,-2.7,-11.2,6.6
"Dauphin County(6,10)",42043,No,41.5,38.4,44.9,135,stable,-0.5,-10.4,10.4
"Beaver County(6,10)",42007,No,41.4,37.8,45.4,102,stable,0.1,-3.8,4.2
"Lehigh County(6,10)",42077,No,41.2,38.5,44.1,181,stable,0.4,-14.8,18.4
"Perry County(6,10)",42099,No,41.1,33.7,49.8,23,stable,1.9,-18.3,27.1
"Monroe County(6,10)",42089,No,41,37.1,45.3,83,stable,-2.5,-9.9,5.5
"Allegheny County(6,10)",42003,No,40.9,39.5,42.4,671,stable,-2.7,-7,1.7
"Pike County(6,10)",42103,No,40.7,34.5,47.9,32,stable,-3.9,-20.7,16.4
"Lawrence County(6,10)",42073,No,40.6,35.8,46,55,stable,-0.6,-17.8,20.2
"Carbon County(6,10)",42025,No,40.6,34.9,47.1,38,stable,-2.6,-12.8,8.8
"Berks County(6,10)",42011,No,40.3,37.8,42.9,202,stable,-2.9,-11.8,6.8
"Northumberland County(6,10)",42097,No,40,35.2,45.4,53,stable,7.8,-5.1,22.4
"Juniata County(6,10)",42067,No,40,31,51.1,14,stable,10,-14.4,41.3
"Wayne County(6,10)",42127,No,40,33.6,47.3,30,stable,-9.8,-29.2,15
"Northampton County(6,10)",42095,Yes,39.8,37,42.8,156,stable,-4,-11.9,4.7
"Snyder County(6,10)",42109,Yes,39.6,32,48.7,19,stable,1,-21.5,30
"Adams County(6,10)",42001,Yes,39.6,34.9,44.8,53,stable,-0.5,-19.1,22.4
"Bucks County(6,10)",42017,Yes,39.5,37.5,41.5,321,stable,-1,-9.8,8.7
"Susquehanna County(6,10)",42115,Yes,38.9,31.9,47.2,23,stable,3,-7.3,14.4
"Tioga County(6,10)",42117,Yes,38.9,32.1,46.9,24,stable,6.3,-7.5,22.2
"Montgomery County(6,10)",42091,Yes,38.8,37.1,40.6,402,falling,-4.3,-7.1,-1.5
"Warren County(6,10)",42123,Yes,38.7,31.7,46.9,23,stable,5.8,-10.9,25.6
"Union County(6,10)",42119,Yes,38.4,31.3,46.7,21,stable,6.3,-9.2,24.4
"Huntingdon County(6,10)",42061,Yes,38.4,31.7,46.2,24,stable,0.8,-26.8,38.9
"Sullivan County(6,10)",42113,Yes,38.2,24.3,61.2,5,stable,16.4,-22.6,75
"Lebanon County(6,10)",42075,Yes,37.9,34,42.3,71,stable,0.5,-11.2,13.8
"Lancaster County(6,10)",42071,Yes,37.1,35,39.3,242,stable,-0.2,-6.7,6.7
"Erie County(6,10)",42049,Yes,37,34.1,40.1,125,stable,0.9,-6.2,8.6
"Centre County(6,10)",42027,Yes,36.3,32,40.9,55,stable,-0.3,-6,5.7
"Chester County(6,10)",42029,Yes,35.7,33.5,38,211,stable,3,-8.3,15.6
"Forest County(6,10)",42053,Yes,32.1,17.9,58.6,3,*,*,*,*
,,,,,,,,,,
Created by statecancerprofiles.cancer.gov on 01/14/2019 10:47 pm.,,,,,,,,,,
Data for the United States does not include data from Nevada,,,,,,,,,,
,,,,,,,,,,
State Cancer Registries may provide more current or more local data.,,,,,,,,,,
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2015 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates.",,,,,,,,,,
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information.",,,,,,,,,,
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. ,,,,,,,,,,
,,,,,,,,,,
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3).",,,,,,,,,,
,,,,,,,,,,
1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission and SEER November 2017 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].,,,,,,,,,,
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission.,,,,,,,,,,
"10 Source: Incidence data provided by the National Program of Cancer Registries (NPCR). ( https://nccd.cdc.gov/uscs/ ) EAPCs calculated by the National Cancer Institute using SEER*Stat. ( http://seer.cancer.gov/seerstat/ ) Rates are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modified by NCI. The 1969-2016  US Population Data File ( http://seer.cancer.gov/popdata/ ) is used with NPCR November 2017 data.",,,,,,,,,,
,,,,,,,,,,
"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. ",,,,,,,,,,
,,,,,,,,,,
"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate.",,,,,,,,,,
,,,,,,,,,,
Data for United States does not include Puerto Rico.,,,,,,,,,,
