Incidence Rate Report for Idaho by County,,,,,,,,,,
,,,,,,,,,,
"Colon & Rectum, 2011-2015",,,,,,,,,,
,,,,,,,,,,
"All Races (includes Hispanic), Both Sexes, All Ages",,,,,,,,,,
,,,,,,,,,,
Sorted by Rate,,,,,,,,,,
,,,,,,,,,,
County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Ada County(6,10)",16001,Yes,33.6,31.1,36.3,139,stable,-1,-10.4,9.5
"Nez Perce County(6,10)",16069,Yes,32.3,25.8,40.1,18,stable,-0.2,-13,14.6
"Bannock County(6,10)",16005,Yes,32,26.7,38,27,stable,-8.2,-26.6,14.9
"Franklin County(6,10)",16041,Yes,30.7,19,47.3,4,stable,-9.2,-42.2,42.5
"Latah County(6,10)",16057,Yes,29.8,22,39.4,10,stable,-16.7,-38.2,12.3
"Valley County(6,10)",16085,Yes,24.5,13.5,41.8,4,stable,6.2,-26.6,53.7
"Cassia County(6,10)",16031,Yes,23.7,15.8,34.2,6,stable,31.7,-8,88.6
"Blaine County(6,10)",16013,Yes,19.3,12.2,29.3,5,stable,-10.7,-47.4,51.8
"Adams County(6,10)",16003,***,* ,*, *,3 or fewer,*,*,*,*
"Bear Lake County(6,10)",16007,***,* ,*, *,3 or fewer,*,*,*,*
"Boise County(6,10)",16015,***,* ,*, *,3 or fewer,*,*,*,*
"Butte County(6,10)",16023,***,* ,*, *,3 or fewer,*,*,*,*
"Camas County(6,10)",16025,***,* ,*, *,3 or fewer,*,*,*,*
"Clark County(6,10)",16033,***,* ,*, *,3 or fewer,*,*,*,*
"Custer County(6,10)",16037,***,* ,*, *,3 or fewer,*,*,*,*
"Lewis County(6,10)",16061,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln County(6,10)",16063,***,* ,*, *,3 or fewer,*,*,*,*
"Oneida County(6,10)",16071,***,* ,*, *,3 or fewer,*,*,*,*
"Power County(6,10)",16077,***,* ,*, *,3 or fewer,*,*,*,*
"Teton County(6,10)",16081,***,* ,*, *,3 or fewer,*,*,*,*
,,,,,,,,,,
Created by statecancerprofiles.cancer.gov on 01/14/2019 10:27 pm.,,,,,,,,,,
Data for the United States does not include data from Nevada,,,,,,,,,,
,,,,,,,,,,
State Cancer Registries may provide more current or more local data.,,,,,,,,,,
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2015 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates.",,,,,,,,,,
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information.",,,,,,,,,,
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. ,,,,,,,,,,
,,,,,,,,,,
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3).",,,,,,,,,,
,,,,,,,,,,
1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission and SEER November 2017 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].,,,,,,,,,,
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission.,,,,,,,,,,
"10 Source: Incidence data provided by the National Program of Cancer Registries (NPCR). ( https://nccd.cdc.gov/uscs/ ) EAPCs calculated by the National Cancer Institute using SEER*Stat. ( http://seer.cancer.gov/seerstat/ ) Rates are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modified by NCI. The 1969-2016  US Population Data File ( http://seer.cancer.gov/popdata/ ) is used with NPCR November 2017 data.",,,,,,,,,,
,,,,,,,,,,
"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. ",,,,,,,,,,
,,,,,,,,,,
"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate.",,,,,,,,,,
,,,,,,,,,,
Data for United States does not include Puerto Rico.,,,,,,,,,,
