Incidence Rate Report for Ohio by County,,,,,,,,,,
,,,,,,,,,,
"Colon & Rectum, 2011-2015",,,,,,,,,,
,,,,,,,,,,
"All Races (includes Hispanic), Both Sexes, All Ages",,,,,,,,,,
,,,,,,,,,,
Sorted by Rate,,,,,,,,,,
,,,,,,,,,,
County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Coshocton County(6,10)",39031,No,47,38.6,56.9,22,stable,-2,-19.9,19.9
"Seneca County(6,10)",39147,No,46.7,39.6,54.8,33,stable,-3.2,-16.1,11.7
"Ashtabula County(6,10)",39007,No,46.4,41.2,52.2,60,stable,-2.3,-11.7,8.2
"Allen County(6,10)",39003,No,46.3,40.9,52.1,58,stable,-1.9,-8.4,5.1
"Wood County(6,10)",39173,No,46.2,41.2,51.8,63,stable,0.7,-12.9,16.4
"Ottawa County(6,10)",39123,No,46.1,39,54.5,31,stable,10.3,-10.6,35.9
"Knox County(6,10)",39083,No,46.1,39.2,53.8,34,stable,1.3,-15,20.8
"Logan County(6,10)",39091,No,45.6,38,54.4,26,stable,2.8,-4.5,10.7
"Wyandot County(6,10)",39175,No,45.6,35.3,58.2,14,stable,3.1,-39.3,75.2
"Washington County(6,10)",39167,No,45.6,39.2,52.9,38,stable,12,-4.4,31.1
"Trumbull County(6,10)",39155,No,45.4,41.9,49.2,130,stable,3.3,-8.9,17.1
"Perry County(6,10)",39127,No,45.2,36.3,55.7,19,stable,-14.8,-32.5,7.6
"Clinton County(6,10)",39027,No,44.8,36.6,54.3,22,stable,-5,-18.4,10.6
"Lucas County(6,10)",39095,No,44.6,42,47.4,224,stable,0.3,-3.2,3.9
"Jackson County(6,10)",39079,No,44.4,35.2,55.3,17,stable,-3.2,-16,11.6
"Champaign County(6,10)",39021,No,44.4,36.3,53.8,22,stable,8.1,-8.1,27.1
"Defiance County(6,10)",39039,No,44.4,36.1,54,21,stable,12.9,-17.2,54.1
"Meigs County(6,10)",39105,No,44.2,34.2,56.5,14,stable,11.5,-7.2,33.9
"Richland County(6,10)",39139,No,44,39.4,48.9,71,rising,3.7,2.1,5.4
"Muskingum County(6,10)",39119,No,44,38.4,50.1,46,stable,-1.6,-18,18.1
"Lawrence County(6,10)",39087,No,43.8,37.4,51.1,34,stable,2.7,-11.7,19.4
"Scioto County(6,10)",39145,No,43.7,38,50,44,stable,-5,-17,8.6
"Cuyahoga County(6,10)",39035,No,43.3,41.9,44.8,702,stable,2,-0.8,4.9
"Lake County(6,10)",39085,No,43.2,39.9,46.7,133,stable,3.8,-7.6,16.7
"Ross County(6,10)",39141,No,42.6,36.7,49.2,39,stable,-4.5,-12.6,4.4
"Pike County(6,10)",39131,No,42.5,33.3,53.7,15,stable,0.9,-22.3,31
"Paulding County(6,10)",39125,No,42.4,31.4,56.4,10,stable,-9.1,-29.9,17.8
"Butler County(6,10)",39017,No,42.2,39.4,45.3,168,stable,-0.7,-7.3,6.4
"Crawford County(6,10)",39033,No,42.2,34.9,50.7,25,stable,0.2,-22.3,29.3
"Carroll County(6,10)",39019,No,42,33.2,52.6,17,stable,-1.5,-18.8,19.5
"Clark County(6,10)",39023,No,41.9,37.7,46.5,76,stable,-1.6,-16.4,15.9
"Huron County(6,10)",39077,No,41.7,35,49.2,29,stable,-4.2,-20.5,15.6
"Vinton County(6,10)",39163,No,41.5,28.2,59.2,7,stable,0,-36.5,57.6
"Licking County(6,10)",39089,No,41.5,37.5,45.9,80,stable,2.8,-2.3,8.2
"Williams County(6,10)",39171,No,41.5,33.8,50.5,21,stable,-3.5,-18.3,13.9
"Lorain County(6,10)",39093,No,41.2,38.3,44.3,157,stable,0,-4.9,5.2
"Wayne County(6,10)",39169,No,41.1,36.3,46.2,57,stable,-1.9,-12.2,9.6
"Clermont County(6,10)",39025,No,40.8,37.1,44.9,92,stable,-2.2,-7.5,3.4
"Auglaize County(6,10)",39011,No,40.7,33.6,48.8,25,stable,-9.4,-40,36.9
"Hancock County(6,10)",39063,No,40.6,34.8,47,37,stable,-6.3,-12.7,0.6
"Portage County(6,10)",39133,No,40.3,36.2,44.8,73,stable,4,-5.7,14.7
"Medina County(6,10)",39103,No,39.9,36.1,44.1,83,stable,0.4,-11.7,14.2
"Morgan County(6,10)",39115,Yes,39.8,28.5,54.8,8,stable,14.4,-18.9,61.4
"Belmont County(6,10)",39013,Yes,39.6,34,45.9,38,stable,4.8,-12.5,25.6
"Jefferson County(6,10)",39081,Yes,39.5,33.9,46,38,stable,0.8,-26.1,37.4
"Pickaway County(6,10)",39129,Yes,39.5,32.9,47.2,25,stable,5.9,-12.8,28.5
"Hamilton County(6,10)",39061,Yes,39.5,37.6,41.4,361,stable,0.5,-2.7,3.8
"Franklin County(6,10)",39049,Yes,39.1,37.5,40.8,443,stable,-1,-7.5,5.9
"Geauga County(6,10)",39055,Yes,38.7,33.7,44.4,47,stable,3,-17,27.7
"Madison County(6,10)",39097,Yes,38.6,31,47.5,19,stable,-4.9,-25.3,21
"Miami County(6,10)",39109,Yes,38.1,33.5,43.3,51,stable,2.9,-5.9,12.6
"Montgomery County(6,10)",39113,Yes,37.7,35.6,39.9,255,stable,-0.2,-5.4,5.4
"Union County(6,10)",39159,Yes,37.4,30,46.1,19,stable,-4.1,-30.6,32.5
"Putnam County(6,10)",39137,Yes,37.2,29.3,46.7,16,stable,-1,-29.4,38.8
"Tuscarawas County(6,10)",39157,Yes,37.1,32.4,42.4,47,stable,5.5,-6.7,19.3
"Summit County(6,10)",39153,Yes,37,34.9,39.1,253,stable,-2.8,-11.7,7.1
"Warren County(6,10)",39165,Yes,36.4,32.9,40.1,84,stable,-1.1,-8.6,7.1
"Delaware County(6,10)",39041,Yes,36.2,32.2,40.5,64,stable,-3,-17.2,13.8
"Greene County(6,10)",39057,Yes,36.1,32.3,40.2,69,stable,4.4,-6.4,16.5
"Stark County(6,10)",39151,Yes,35.8,33.4,38.3,175,stable,1.2,-5.6,8.4
"Shelby County(6,10)",39149,Yes,35.2,28.5,43,20,stable,-1.2,-36.7,54.4
"Monroe County(6,10)",39111,Yes,35,24,49.8,7,stable,-4.2,-29,29.3
"Fairfield County(6,10)",39045,Yes,34.9,31,39.2,59,stable,-0.7,-15.5,16.7
"Fayette County(6,10)",39047,Yes,33.4,25.4,43.2,12,stable,-5.6,-29.7,26.8
"Harrison County(6,10)",39067,Yes,33.4,23.5,46.6,8,stable,2.8,-20.4,32.7
"Gallia County(6,10)",39053,Yes,32.8,25.2,42.2,13,stable,2.7,-19.8,31.4
"Noble County(6,10)",39121,Yes,32.2,22.5,45.5,8,stable,-3.4,-32.8,38.9
,,,,,,,,,,
Created by statecancerprofiles.cancer.gov on 01/14/2019 10:46 pm.,,,,,,,,,,
Data for the United States does not include data from Nevada,,,,,,,,,,
,,,,,,,,,,
State Cancer Registries may provide more current or more local data.,,,,,,,,,,
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2015 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates.",,,,,,,,,,
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information.",,,,,,,,,,
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission and SEER November 2017 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].,,,,,,,,,,
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2017 data submission.,,,,,,,,,,
"10 Source: Incidence data provided by the National Program of Cancer Registries (NPCR). ( https://nccd.cdc.gov/uscs/ ) EAPCs calculated by the National Cancer Institute using SEER*Stat. ( http://seer.cancer.gov/seerstat/ ) Rates are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modified by NCI. The 1969-2016  US Population Data File ( http://seer.cancer.gov/popdata/ ) is used with NPCR November 2017 data.",,,,,,,,,,
,,,,,,,,,,
"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. ",,,,,,,,,,
,,,,,,,,,,
"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate.",,,,,,,,,,
,,,,,,,,,,
Data for United States does not include Puerto Rico.,,,,,,,,,,
